-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2000,4,23,7.19,7.69,-999.0,1.88,-999.0,3.51,31.81,40.06,23.79,33.5,18.25,19.34,0.0,4.69,2.7,4.02,95.29,9.57,-999.0,5.6,89.95,2.49
2000,4,24,7.24,7.51,-999.0,1.4,-999.0,3.6,31.78,40.41,21.36,32.68,17.4,18.24,0.01,3.01,2.71,4.44,95.18,9.15,-999.0,4.99,89.85,2.25
2000,4,25,7.05,7.2,-999.0,2.35,-999.0,3.47,33.41,42.14,24.97,33.15,15.81,11.07,0.04,-1.79,2.7,5.43,94.88,9.2,-999.0,3.51,89.6,2.13
2000,4,26,7.12,7.14,-999.0,2.09,-999.0,3.53,31.89,40.64,23.5,32.74,14.6,11.32,0.39,-2.68,2.86,3.79,94.93,9.32,-999.0,3.28,89.61,2.52
2000,4,27,6.34,7.08,-999.0,3.49,-999.0,3.19,31.72,40.4,22.92,33.55,16.34,14.86,0.02,0.96,3.19,4.8,95.04,9.67,-999.0,4.28,89.72,3.23
2000,4,28,7.55,7.74,-999.0,1.83,-999.0,3.64,30.0,38.41,21.59,32.26,15.95,18.09,0.05,1.91,2.29,3.28,95.06,8.96,-999.0,4.67,89.7,2.19
2000,4,29,7.79,7.99,-999.0,1.35,-999.0,3.73,29.56,38.19,21.12,31.07,13.1,12.66,0.0,-3.35,2.7,4.46,95.21,8.32,-999.0,3.13,89.83,2.29
2000,4,30,7.59,7.78,-999.0,1.32,-999.0,3.73,30.36,40.24,21.03,31.45,11.66,8.91,0.0,-7.04,2.8,4.49,95.49,8.55,-999.0,2.25,90.12,2.43
2000,5,1,7.11,7.3,-999.0,3.32,-999.0,3.46,31.35,42.57,20.42,32.17,11.66,7.62,0.0,-8.03,4.02,5.61,95.37,9.0,-999.0,2.03,90.02,3.48
2000,5,2,7.07,7.18,-999.0,3.03,-999.0,3.45,33.45,44.93,21.6,33.62,12.96,6.94,0.0,-7.53,4.16,6.15,95.2,9.11,-999.0,2.11,89.89,3.56
2000,5,3,6.25,7.64,-999.0,3.04,-999.0,3.17,35.52,45.03,25.43,35.24,14.63,6.63,0.0,-6.26,2.9,4.99,95.28,9.88,-999.0,2.37,90.01,2.38
2000,5,4,4.24,7.77,-999.0,4.08,-999.0,2.16,32.68,40.11,27.45,32.28,16.78,15.34,3.67,0.87,3.82,7.35,95.45,10.66,-999.0,4.61,90.12,3.4
2000,5,5,7.74,7.91,-999.0,1.44,-999.0,3.8,32.71,40.82,24.95,34.84,20.23,23.23,0.0,7.76,2.02,2.98,95.57,9.77,-999.0,6.92,90.23,1.92
2000,5,6,7.84,8.01,-999.0,1.12,-999.0,3.86,32.64,41.94,23.5,34.21,19.35,21.19,0.03,6.05,2.94,5.49,95.51,9.34,-999.0,6.16,90.18,2.57
2000,5,7,7.66,7.74,-999.0,1.67,-999.0,3.75,31.61,40.75,22.54,33.42,17.55,19.05,0.0,3.49,2.45,4.0,95.55,9.16,-999.0,5.17,90.2,2.03
2000,5,8,7.19,7.42,-999.0,2.14,-999.0,3.61,31.67,40.31,21.79,33.3,18.14,19.56,0.0,4.6,2.12,4.36,95.55,9.34,-999.0,5.55,90.2,1.77
2000,5,9,7.6,7.79,-999.0,1.57,-999.0,3.75,33.57,42.44,23.46,34.77,19.84,19.61,0.0,6.11,2.2,4.24,95.48,9.42,-999.0,6.16,90.16,1.77
2000,5,10,7.63,8.0,-999.0,1.55,-999.0,3.77,35.64,43.83,26.78,36.19,20.63,16.57,0.0,5.62,1.93,2.75,95.26,9.82,-999.0,5.95,89.98,1.51
2000,5,11,7.86,7.96,-999.0,1.18,-999.0,3.93,36.59,45.37,26.85,37.67,21.55,16.67,0.0,6.5,2.14,3.84,95.06,10.53,-999.0,6.35,89.82,1.75
2000,5,12,6.37,8.02,-999.0,2.36,-999.0,3.2,36.87,44.71,28.61,38.05,23.92,21.72,0.0,10.98,3.92,6.14,95.0,11.05,-999.0,8.68,89.76,3.39
2000,5,13,6.7,7.79,-999.0,3.13,-999.0,3.33,35.72,42.49,28.93,37.36,24.58,27.48,0.86,13.43,2.98,4.77,95.24,10.47,-999.0,10.12,89.97,2.61
2000,5,14,7.85,7.25,-999.0,1.44,-999.0,3.94,35.56,43.13,28.39,37.56,23.99,26.13,0.0,12.42,2.73,4.39,95.13,10.57,-999.0,9.49,89.86,2.2
2000,5,15,4.17,7.61,-999.0,2.03,-999.0,2.11,36.42,44.5,28.46,38.79,22.59,19.64,0.0,8.76,2.32,3.4,94.92,10.32,-999.0,7.45,89.68,2.22
2000,5,16,7.74,7.48,-999.0,2.2,-999.0,3.79,35.73,43.54,28.23,38.48,20.63,16.21,0.0,5.53,2.0,3.15,94.94,10.0,-999.0,5.94,89.69,1.89
2000,5,17,7.22,6.79,-999.0,2.91,-999.0,3.59,35.85,43.94,27.11,38.02,20.05,14.89,0.0,4.24,2.18,3.02,94.77,10.01,-999.0,5.42,89.53,1.91
2000,5,18,6.97,6.73,-999.0,3.79,-999.0,3.38,36.43,44.92,28.17,38.26,20.18,13.82,0.0,3.92,2.2,3.68,94.64,9.86,-999.0,5.33,89.41,1.83
2000,5,19,7.55,7.26,-999.0,2.52,-999.0,3.75,36.24,43.72,28.16,37.43,20.74,15.57,0.77,5.25,1.99,3.28,94.64,10.09,-999.0,5.85,89.41,1.6
2000,5,20,7.81,7.96,-999.0,1.93,-999.0,3.83,36.75,45.55,27.63,38.51,19.92,13.17,0.01,3.09,2.71,3.71,94.77,9.73,-999.0,5.05,89.54,2.28
2000,5,21,7.96,8.13,-999.0,2.1,-999.0,3.83,37.56,46.84,27.93,38.66,17.14,7.6,0.0,-3.27,2.77,4.38,94.75,9.42,-999.0,3.06,89.53,2.3
2000,5,22,7.95,8.04,-999.0,1.63,-999.0,3.9,36.03,44.64,25.81,36.88,18.9,12.62,2.32,1.77,3.69,5.66,94.68,9.86,-999.0,4.63,89.44,3.24
2000,5,23,7.64,8.1,-999.0,4.34,-999.0,3.8,35.21,43.11,27.75,36.09,24.09,27.32,3.93,12.97,5.08,8.07,94.79,10.77,-999.0,10.01,89.54,4.65
2000,5,24,7.12,8.02,-999.0,4.0,-999.0,3.6,34.53,41.39,28.16,36.66,24.41,31.52,0.0,14.28,2.82,5.14,94.87,11.26,-999.0,10.78,89.6,2.7
2000,5,25,8.11,8.19,-999.0,2.38,-999.0,3.9,34.88,43.58,27.44,36.73,21.12,20.48,0.0,7.36,3.05,5.12,94.61,10.3,-999.0,6.96,89.36,2.82
2000,5,26,7.42,7.49,-999.0,3.11,-999.0,3.67,35.6,44.59,24.81,35.94,18.28,13.07,0.04,0.95,2.56,3.69,94.42,9.42,-999.0,4.35,89.2,2.04
2000,5,27,6.93,6.99,-999.0,5.68,-999.0,3.42,35.74,45.14,26.32,36.21,21.26,18.96,0.68,6.77,3.32,6.62,94.57,9.98,-999.0,6.57,89.34,2.64
2000,5,28,7.58,7.32,-999.0,3.24,-999.0,3.74,35.56,44.7,28.03,36.82,19.53,15.0,0.0,3.5,2.94,4.48,94.81,9.95,-999.0,5.28,89.56,2.59
2000,5,29,6.98,6.83,-999.0,5.66,-999.0,3.45,35.92,45.48,26.13,37.27,20.42,15.46,0.0,4.91,3.67,6.43,94.8,10.58,-999.0,5.89,89.55,3.09
2000,5,30,7.69,8.01,-999.0,4.9,-999.0,3.8,35.82,43.34,27.75,37.52,23.38,23.69,0.45,10.94,3.34,5.07,94.84,10.56,-999.0,8.66,89.59,2.67
2000,5,31,8.18,7.88,-999.0,1.89,-999.0,4.01,33.12,39.76,26.06,34.32,24.01,34.85,6.6,14.91,4.13,5.65,94.97,10.61,-999.0,11.2,89.67,3.76
2000,6,1,6.97,7.16,-999.0,4.98,-999.0,3.41,34.42,41.85,26.87,36.26,23.32,28.08,0.0,12.21,2.32,4.49,94.83,10.39,-999.0,9.42,89.56,2.12
2000,6,2,4.99,7.5,-999.0,3.34,-999.0,2.43,35.41,43.79,25.95,37.0,23.21,25.41,0.05,11.01,2.8,3.97,94.75,10.41,-999.0,8.72,89.51,2.38
2000,6,3,7.17,6.78,-999.0,4.28,-999.0,3.44,34.48,41.76,28.44,35.38,23.2,26.32,2.43,11.92,5.74,9.93,94.73,10.18,-999.0,9.25,89.47,4.75
2000,6,4,7.93,7.88,-999.0,1.87,-999.0,3.89,34.0,41.44,26.12,35.47,23.14,27.94,0.0,12.28,4.52,7.87,94.8,10.26,-999.0,9.5,89.53,3.88
2000,6,5,8.32,8.47,-999.0,1.38,-999.0,4.03,34.18,41.02,27.32,37.08,22.4,26.19,0.04,10.63,2.74,4.91,94.99,9.66,-999.0,8.57,89.7,2.37
2000,6,6,7.56,7.71,-999.0,3.15,-999.0,3.68,34.59,42.76,25.91,37.02,20.26,18.11,0.0,5.94,2.59,3.62,94.83,9.69,-999.0,6.14,89.56,2.35
2000,6,7,8.23,8.37,-999.0,1.42,-999.0,4.02,35.05,42.86,26.94,37.13,20.11,16.9,0.01,5.17,2.35,4.29,94.7,9.76,-999.0,5.82,89.45,1.95
2000,6,8,7.76,7.89,-999.0,2.75,-999.0,3.76,34.88,42.32,25.99,36.14,21.48,20.78,0.28,8.09,3.21,4.96,94.5,9.99,-999.0,7.18,89.26,2.44
2000,6,9,6.33,8.3,-999.0,1.93,-999.0,3.23,32.06,38.75,25.79,34.7,22.48,32.61,1.37,12.9,2.43,4.34,94.98,10.63,-999.0,9.86,89.66,2.12
2000,6,10,8.01,8.29,-999.0,2.03,-999.0,3.95,31.57,37.02,25.95,34.13,22.58,35.44,0.62,13.59,2.6,4.53,95.06,10.57,-999.0,10.3,89.73,2.19
2000,6,11,8.18,8.36,-999.0,1.88,-999.0,3.97,33.73,41.75,25.95,36.38,23.04,29.02,0.0,12.36,2.69,4.62,94.9,9.9,-999.0,9.46,89.62,2.25
2000,6,12,8.13,8.37,-999.0,2.9,-999.0,3.88,35.05,43.27,26.51,37.74,21.25,20.32,0.0,7.44,2.16,3.05,94.72,9.55,-999.0,6.86,89.47,1.8
2000,6,13,6.35,7.34,-999.0,4.62,-999.0,3.18,36.09,44.52,27.12,38.15,20.61,16.6,0.0,5.12,2.44,3.34,94.57,10.2,-999.0,5.84,89.34,2.09
2000,6,14,6.97,6.98,-999.0,4.4,-999.0,3.4,37.26,45.39,29.24,39.18,22.74,18.07,0.0,8.22,2.57,4.28,94.52,10.29,-999.0,7.22,89.32,2.33
2000,6,15,7.36,6.56,-999.0,5.35,-999.0,3.6,37.85,45.62,30.11,40.12,24.41,21.27,0.12,10.97,1.99,3.15,94.51,10.3,-999.0,8.69,89.31,1.64
2000,6,16,6.56,6.22,-999.0,5.49,-999.0,3.31,37.91,45.77,29.86,39.63,23.07,17.86,0.0,8.22,3.04,4.11,94.46,10.55,-999.0,7.23,89.27,2.59
2000,6,17,7.25,6.48,-999.0,6.3,-999.0,3.63,36.9,45.02,29.64,38.38,23.53,21.94,0.11,10.15,4.47,6.55,94.56,10.34,-999.0,8.37,89.35,3.64
2000,6,18,7.05,7.21,-999.0,4.52,-999.0,3.38,36.51,44.49,28.55,37.54,20.85,17.16,0.0,5.18,3.21,5.35,94.61,9.78,-999.0,6.11,89.39,2.59
2000,6,19,5.96,7.22,-999.0,4.85,-999.0,3.06,36.26,44.28,27.75,37.67,20.35,14.92,0.0,4.44,3.83,5.54,94.68,10.57,-999.0,5.51,89.45,3.26
2000,6,20,6.37,7.22,-999.0,4.62,-999.0,3.25,36.05,42.32,28.61,37.1,20.95,16.26,1.87,5.85,2.23,4.13,94.78,11.34,-999.0,6.13,89.54,1.64
2000,6,21,7.55,7.6,-999.0,3.18,-999.0,3.68,36.76,43.84,28.81,38.11,21.72,16.79,0.22,6.67,1.9,2.6,94.72,10.44,-999.0,6.46,89.49,1.48
2000,6,22,7.48,8.08,-999.0,1.93,-999.0,3.7,36.46,44.26,27.06,37.69,22.4,19.59,2.45,8.34,3.1,4.66,94.54,10.28,-999.0,7.29,89.33,2.66
2000,6,23,7.65,7.22,-999.0,3.06,-999.0,3.75,35.02,41.64,28.67,36.97,25.07,31.48,0.8,15.13,4.49,6.15,94.75,10.34,-999.0,11.42,89.5,3.76
2000,6,24,7.59,7.59,-999.0,2.46,-999.0,3.74,33.52,40.72,26.63,35.03,25.93,44.7,6.79,18.35,3.07,4.88,94.64,10.94,-999.0,14.17,89.37,2.6
2000,6,25,7.14,7.09,-999.0,4.61,-999.0,3.58,34.94,42.08,27.58,36.48,25.2,34.43,0.0,15.47,2.07,3.03,94.53,10.94,-999.0,11.8,89.29,1.63
2000,6,26,7.34,7.36,-999.0,5.22,-999.0,3.57,35.83,42.66,28.7,37.61,25.38,30.59,0.0,14.93,2.12,3.24,94.6,10.61,-999.0,11.28,89.36,1.77
2000,6,27,7.35,7.24,-999.0,2.61,-999.0,3.66,36.24,43.8,30.61,37.77,25.86,31.62,2.21,15.48,1.88,4.01,94.69,11.04,-999.0,11.74,89.46,1.49
2000,6,28,7.43,7.48,-999.0,4.25,-999.0,3.73,36.11,42.69,29.71,38.07,26.31,32.96,0.0,16.5,2.27,3.11,94.83,11.1,-999.0,12.43,89.59,1.84
2000,6,29,7.37,7.27,-999.0,4.19,-999.0,3.7,36.62,42.92,29.96,39.23,26.94,33.51,0.35,17.25,2.28,3.28,94.86,11.11,-999.0,13.01,89.63,2.13
2000,6,30,4.15,8.03,-999.0,1.59,-999.0,2.08,34.35,38.46,30.63,36.25,26.93,42.46,4.27,19.51,3.16,5.65,94.89,11.23,-999.0,15.05,89.62,2.62
2000,7,1,5.28,7.97,-999.0,3.16,-999.0,2.61,34.51,39.96,28.9,36.81,26.94,42.79,0.14,19.36,2.24,3.8,94.9,10.99,-999.0,14.88,89.63,1.93
2000,7,2,6.26,7.12,-999.0,4.92,-999.0,3.18,32.62,37.4,29.44,34.42,24.94,40.91,0.06,17.26,2.12,4.54,94.95,10.6,-999.0,13.07,89.65,1.62
2000,7,3,4.25,7.26,-999.0,3.71,-999.0,2.03,33.29,38.93,26.6,35.43,24.15,34.3,0.0,15.01,2.37,5.58,94.92,10.99,-999.0,11.31,89.63,1.8
2000,7,4,7.96,8.06,-999.0,1.56,-999.0,3.96,34.5,40.51,28.34,37.24,25.1,33.43,0.05,15.7,2.64,4.04,94.91,10.76,-999.0,11.78,89.64,2.24
2000,7,5,7.6,7.72,-999.0,3.09,-999.0,3.74,36.16,43.38,28.64,39.01,25.68,30.48,0.0,15.2,2.5,3.7,94.8,10.77,-999.0,11.41,89.57,2.17
2000,7,6,7.34,7.41,-999.0,3.62,-999.0,3.59,37.97,45.36,29.84,40.86,26.33,26.75,0.0,14.69,2.14,3.14,94.5,10.76,-999.0,11.08,89.31,1.98
2000,7,7,7.15,7.29,-999.0,3.9,-999.0,3.53,38.96,46.04,32.3,41.31,27.62,27.59,0.02,16.28,3.38,5.22,94.42,10.78,-999.0,12.31,89.25,2.92
2000,7,8,6.77,7.14,-999.0,3.84,-999.0,3.47,38.56,45.05,32.18,41.23,26.26,24.58,0.17,13.97,2.3,3.25,94.4,11.12,-999.0,10.59,89.22,2.12
2000,7,9,7.09,6.99,-999.0,3.1,-999.0,3.62,38.08,44.52,31.98,40.76,26.68,26.95,0.49,15.28,1.88,3.08,94.31,11.25,-999.0,11.52,89.13,1.51
2000,7,10,7.07,7.39,-999.0,3.16,-999.0,3.57,38.84,45.56,32.37,41.38,26.63,24.78,1.3,14.43,2.28,3.75,94.15,11.25,-999.0,10.94,89.0,2.04
2000,7,11,6.57,7.78,-999.0,3.8,-999.0,3.35,37.75,43.88,31.68,40.7,27.51,31.52,2.93,17.26,1.49,2.54,94.37,11.22,-999.0,13.13,89.18,1.42
2000,7,12,3.31,7.86,-999.0,2.29,-999.0,1.56,36.22,41.5,32.52,38.64,27.45,36.52,0.06,18.68,4.42,8.71,94.64,11.11,-999.0,14.3,89.41,3.51
2000,7,13,6.97,7.61,-999.0,3.32,-999.0,3.58,36.28,41.99,30.63,39.89,27.07,35.01,0.04,17.86,2.82,4.96,94.73,10.91,-999.0,13.54,89.5,2.32
2000,7,14,7.35,7.64,-999.0,3.29,-999.0,3.73,34.43,38.33,31.49,37.06,26.85,41.43,0.4,19.26,3.34,4.9,94.73,11.07,-999.0,14.8,89.47,2.42
2000,7,15,7.1,7.15,-999.0,4.03,-999.0,3.63,35.68,41.56,29.76,39.03,26.83,36.34,0.13,17.99,2.09,2.93,94.51,11.1,-999.0,13.67,89.28,1.85
2000,7,16,6.42,7.09,-999.0,4.69,-999.0,3.27,36.87,43.2,30.84,40.28,27.52,34.98,1.24,18.18,3.11,6.94,94.39,11.04,-999.0,13.9,89.19,2.58
2000,7,17,6.94,7.21,-999.0,4.29,-999.0,3.53,34.58,40.44,29.21,37.7,27.19,44.09,1.26,19.8,3.83,7.08,94.53,10.89,-999.0,15.42,89.29,2.93
2000,7,18,3.89,7.41,-999.0,3.24,-999.0,1.93,35.25,41.74,29.12,38.54,27.16,41.48,0.26,19.08,2.88,6.01,94.44,11.05,-999.0,14.77,89.21,2.19
2000,7,19,6.91,7.04,-999.0,4.48,-999.0,3.46,35.57,41.58,30.24,38.6,26.68,36.55,0.83,17.8,3.48,5.57,94.49,10.73,-999.0,13.56,89.26,2.6
2000,7,20,5.29,7.33,-999.0,4.94,-999.0,2.66,33.89,39.48,29.59,36.03,26.24,41.91,3.18,18.59,2.83,4.38,94.67,11.06,-999.0,14.21,89.4,2.16
2000,7,21,4.75,7.22,-999.0,4.04,-999.0,2.33,31.39,36.07,28.2,32.87,26.88,60.12,15.91,22.38,3.1,4.25,94.88,11.04,-999.0,17.97,89.56,2.41
2000,7,22,4.23,7.7,-999.0,3.87,-999.0,2.08,29.04,34.7,25.19,30.76,25.75,69.58,1.95,22.45,4.77,6.44,95.0,10.97,-999.0,18.03,89.63,3.45
2000,7,23,4.05,7.69,-999.0,3.95,-999.0,2.15,28.11,32.43,24.67,29.3,25.35,73.53,5.66,22.6,2.86,5.03,94.89,10.43,-999.0,18.19,89.51,2.16
2000,7,24,5.11,7.53,-999.0,4.37,-999.0,2.57,29.84,34.9,26.06,31.67,26.02,65.56,1.57,22.2,1.83,3.78,94.78,10.66,-999.0,17.78,89.43,1.43
2000,7,25,6.77,7.18,-999.0,4.92,-999.0,3.42,32.15,39.52,24.91,34.02,26.45,55.2,1.34,20.75,1.86,2.65,94.92,10.39,-999.0,16.29,89.61,1.65
2000,7,26,6.77,6.96,-999.0,4.07,-999.0,3.41,34.12,40.26,27.3,35.06,26.42,43.45,0.04,18.72,1.94,2.68,94.87,10.43,-999.0,14.4,89.6,1.61
2000,7,27,6.76,6.97,-999.0,4.17,-999.0,3.38,34.44,41.01,28.94,35.34,25.41,36.99,0.0,16.38,1.27,2.65,94.82,10.47,-999.0,12.49,89.56,1.07
2000,7,28,6.48,6.73,-999.0,4.61,-999.0,3.24,33.34,40.43,27.3,34.66,25.11,40.4,0.0,16.89,2.33,4.27,94.93,10.66,-999.0,12.78,89.63,1.96
2000,7,29,6.4,7.09,-999.0,4.47,-999.0,3.2,31.99,38.65,26.23,33.49,25.75,50.18,0.0,19.51,3.88,6.06,95.08,10.98,-999.0,15.0,89.75,3.23
2000,7,30,6.55,6.79,-999.0,3.91,-999.0,3.32,33.37,40.73,25.97,35.47,25.89,44.91,0.32,18.42,2.67,3.71,95.03,10.98,-999.0,14.06,89.73,2.41
2000,7,31,6.41,6.35,-999.0,5.15,-999.0,3.22,34.66,41.73,28.26,36.63,25.59,36.45,0.09,16.53,3.06,4.56,94.77,10.92,-999.0,12.49,89.51,2.74
2000,8,1,5.71,6.46,-999.0,4.79,-999.0,2.87,32.25,37.7,27.83,33.1,25.83,47.94,16.28,19.41,3.75,5.12,94.67,11.07,-999.0,14.96,89.38,3.08
2000,8,2,6.98,7.19,-999.0,3.04,-999.0,3.51,29.56,34.74,26.01,31.21,25.06,59.87,0.78,20.57,4.17,5.48,94.89,10.55,-999.0,16.02,89.54,3.19
2000,8,3,7.04,7.77,-999.0,2.36,-999.0,3.56,29.36,35.41,25.37,31.17,24.85,60.49,0.24,20.35,2.46,3.63,94.99,10.49,-999.0,15.81,89.63,1.96
2000,8,4,7.04,7.17,-999.0,3.16,-999.0,3.54,31.01,38.03,24.49,32.84,25.09,52.71,0.0,19.17,1.68,2.79,95.12,10.25,-999.0,14.71,89.78,1.48
2000,8,5,7.03,7.17,-999.0,3.08,-999.0,3.5,33.06,40.07,25.58,34.74,26.06,46.82,0.0,19.06,1.76,2.36,94.97,10.17,-999.0,14.68,89.67,1.5
2000,8,6,6.64,6.9,-999.0,4.18,-999.0,3.31,34.72,41.81,27.84,36.2,26.55,41.19,0.0,18.38,2.06,2.58,94.87,10.44,-999.0,14.09,89.6,1.77
2000,8,7,6.63,6.86,-999.0,3.79,-999.0,3.27,35.16,41.83,28.81,36.9,26.15,36.67,0.0,17.14,1.74,2.58,94.88,10.49,-999.0,12.97,89.63,1.66
2000,8,8,6.59,6.82,-999.0,4.03,-999.0,3.21,35.86,42.82,29.91,37.48,26.57,35.5,0.0,17.28,1.54,2.44,94.88,10.32,-999.0,13.1,89.63,1.25
2000,8,9,6.46,6.78,-999.0,3.84,-999.0,3.16,35.91,42.39,30.25,37.58,26.89,36.43,3.7,17.87,2.34,3.4,94.75,10.61,-999.0,13.63,89.51,2.08
2000,8,10,5.65,7.24,-999.0,2.28,-999.0,2.76,32.34,38.08,27.62,33.97,26.25,51.27,2.45,20.17,4.38,6.64,94.97,10.93,-999.0,15.71,89.65,3.46
2000,8,11,5.49,6.48,-999.0,4.66,-999.0,2.74,31.59,37.99,26.09,33.7,25.75,53.0,2.13,19.9,2.66,4.8,95.08,11.02,-999.0,15.42,89.75,2.29
2000,8,12,6.11,6.68,-999.0,4.62,-999.0,3.04,32.06,38.36,26.19,34.63,26.09,51.52,0.06,20.12,2.56,3.69,95.21,10.41,-999.0,15.55,89.88,2.23
2000,8,13,6.44,6.66,-999.0,4.54,-999.0,3.18,33.95,40.93,26.99,36.79,26.16,42.7,0.11,18.37,1.46,2.5,95.26,10.45,-999.0,13.97,89.96,1.52
2000,8,14,6.19,6.59,-999.0,4.57,-999.0,3.04,34.73,42.07,27.57,37.29,26.48,40.3,0.87,18.22,1.97,2.93,95.02,10.55,-999.0,13.84,89.75,1.91
2000,8,15,6.36,6.56,-999.0,4.05,-999.0,3.15,33.83,40.49,27.24,36.08,26.38,44.11,2.45,18.92,3.28,5.61,94.92,10.74,-999.0,14.5,89.64,2.58
2000,8,16,5.91,6.35,-999.0,4.84,-999.0,2.95,34.95,41.96,27.86,37.09,26.92,41.51,1.51,18.89,2.25,3.69,94.82,10.92,-999.0,14.51,89.56,1.81
2000,8,17,6.22,6.49,-999.0,4.49,-999.0,3.04,36.18,42.84,29.34,37.86,26.57,34.55,0.07,16.96,1.52,2.63,94.64,10.47,-999.0,12.89,89.41,1.19
2000,8,18,5.22,6.38,-999.0,4.35,-999.0,2.58,35.27,41.27,29.27,37.21,26.1,35.09,0.37,16.93,3.17,4.56,94.83,10.75,-999.0,12.76,89.58,2.53
2000,8,19,6.41,6.7,-999.0,3.74,-999.0,3.12,34.29,41.23,27.57,36.55,24.26,32.85,0.21,14.23,2.83,6.06,95.11,10.57,-999.0,10.87,89.83,2.22
2000,8,20,5.78,6.42,-999.0,4.45,-999.0,2.83,34.35,41.26,26.27,35.87,22.8,25.83,0.0,11.24,1.47,2.27,95.01,10.43,-999.0,8.81,89.74,1.18
2000,8,21,6.2,6.62,-999.0,4.25,-999.0,3.03,34.14,41.67,26.15,35.99,22.75,27.09,0.0,11.37,1.92,2.58,94.83,10.44,-999.0,8.89,89.56,1.72
2000,8,22,5.25,6.95,-999.0,3.02,-999.0,2.6,34.39,41.94,26.6,36.27,24.37,32.43,0.5,14.35,2.04,3.07,95.03,10.66,-999.0,10.83,89.75,1.88
2000,8,23,6.22,6.77,-999.0,3.53,-999.0,3.05,34.3,41.28,27.75,36.92,23.68,29.85,0.0,13.05,1.33,2.58,95.17,10.33,-999.0,9.95,89.88,1.28
2000,8,24,6.3,6.66,-999.0,3.87,-999.0,3.06,34.57,42.55,26.79,36.93,23.89,30.4,0.0,13.2,2.2,3.46,94.97,10.32,-999.0,10.06,89.7,2.06
2000,8,25,6.26,6.74,-999.0,3.33,-999.0,3.04,35.28,42.72,27.98,37.74,24.64,30.09,0.0,13.99,1.75,2.58,95.04,10.22,-999.0,10.56,89.78,1.61
2000,8,26,6.41,6.7,-999.0,3.7,-999.0,3.13,35.52,42.85,28.06,37.61,24.51,29.55,0.0,13.5,1.65,2.71,95.08,10.33,-999.0,10.33,89.82,1.51
2000,8,27,6.33,6.57,-999.0,3.46,-999.0,3.1,34.81,42.62,27.76,37.17,25.58,36.59,0.17,16.36,2.73,5.36,94.96,10.39,-999.0,12.44,89.69,2.43
2000,8,28,6.23,6.52,-999.0,3.48,-999.0,3.04,34.98,43.35,27.21,37.0,25.65,37.08,1.08,16.32,2.26,3.79,94.65,10.4,-999.0,12.47,89.4,2.03
